"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2002-03","2020-09","Long-term migrant","Departures","Male","0-4 years",229,0,"Final"
"2002-04","2020-09","Long-term migrant","Departures","Male","0-4 years",238,0,"Final"
"2002-05","2020-09","Long-term migrant","Departures","Male","0-4 years",216,0,"Final"
"2002-06","2020-09","Long-term migrant","Departures","Male","0-4 years",236,0,"Final"
"2002-07","2020-09","Long-term migrant","Departures","Male","0-4 years",208,0,"Final"
"2002-08","2020-09","Long-term migrant","Departures","Male","0-4 years",200,0,"Final"
"2002-09","2020-09","Long-term migrant","Departures","Male","0-4 years",200,0,"Final"
"2002-10","2020-09","Long-term migrant","Departures","Male","0-4 years",218,0,"Final"
"2002-11","2020-09","Long-term migrant","Departures","Male","0-4 years",181,0,"Final"
"2002-12","2020-09","Long-term migrant","Departures","Male","0-4 years",286,0,"Final"
"2003-01","2020-09","Long-term migrant","Departures","Male","0-4 years",237,0,"Final"
"2003-02","2020-09","Long-term migrant","Departures","Male","0-4 years",235,0,"Final"
"2003-03","2020-09","Long-term migrant","Departures","Male","0-4 years",230,0,"Final"
"2003-04","2020-09","Long-term migrant","Departures","Male","0-4 years",200,0,"Final"
"2003-05","2020-09","Long-term migrant","Departures","Male","0-4 years",223,0,"Final"
"2003-06","2020-09","Long-term migrant","Departures","Male","0-4 years",226,0,"Final"
"2003-07","2020-09","Long-term migrant","Departures","Male","0-4 years",233,0,"Final"
"2003-08","2020-09","Long-term migrant","Departures","Male","0-4 years",242,0,"Final"
"2003-09","2020-09","Long-term migrant","Departures","Male","0-4 years",219,0,"Final"
"2003-10","2020-09","Long-term migrant","Departures","Male","0-4 years",218,0,"Final"
"2003-11","2020-09","Long-term migrant","Departures","Male","0-4 years",252,0,"Final"
"2003-12","2020-09","Long-term migrant","Departures","Male","0-4 years",308,0,"Final"
"2004-01","2020-09","Long-term migrant","Departures","Male","0-4 years",255,0,"Final"
"2004-02","2020-09","Long-term migrant","Departures","Male","0-4 years",257,0,"Final"
"2004-03","2020-09","Long-term migrant","Departures","Male","0-4 years",271,0,"Final"
"2004-04","2020-09","Long-term migrant","Departures","Male","0-4 years",240,0,"Final"
"2004-05","2020-09","Long-term migrant","Departures","Male","0-4 years",270,0,"Final"
"2004-06","2020-09","Long-term migrant","Departures","Male","0-4 years",260,0,"Final"
"2004-07","2020-09","Long-term migrant","Departures","Male","0-4 years",269,0,"Final"
"2004-08","2020-09","Long-term migrant","Departures","Male","0-4 years",234,0,"Final"
"2004-09","2020-09","Long-term migrant","Departures","Male","0-4 years",277,0,"Final"
"2004-10","2020-09","Long-term migrant","Departures","Male","0-4 years",236,0,"Final"
"2004-11","2020-09","Long-term migrant","Departures","Male","0-4 years",263,0,"Final"
"2004-12","2020-09","Long-term migrant","Departures","Male","0-4 years",342,0,"Final"
"2005-01","2020-09","Long-term migrant","Departures","Male","0-4 years",273,0,"Final"
"2005-02","2020-09","Long-term migrant","Departures","Male","0-4 years",271,0,"Final"
"2005-03","2020-09","Long-term migrant","Departures","Male","0-4 years",286,0,"Final"
"2005-04","2020-09","Long-term migrant","Departures","Male","0-4 years",293,0,"Final"
"2005-05","2020-09","Long-term migrant","Departures","Male","0-4 years",274,0,"Final"
"2005-06","2020-09","Long-term migrant","Departures","Male","0-4 years",276,0,"Final"
"2005-07","2020-09","Long-term migrant","Departures","Male","0-4 years",303,0,"Final"
"2005-08","2020-09","Long-term migrant","Departures","Male","0-4 years",267,0,"Final"
"2005-09","2020-09","Long-term migrant","Departures","Male","0-4 years",251,0,"Final"
"2005-10","2020-09","Long-term migrant","Departures","Male","0-4 years",245,0,"Final"
"2005-11","2020-09","Long-term migrant","Departures","Male","0-4 years",222,0,"Final"
"2005-12","2020-09","Long-term migrant","Departures","Male","0-4 years",308,0,"Final"
"2006-01","2020-09","Long-term migrant","Departures","Male","0-4 years",282,0,"Final"
"2006-02","2020-09","Long-term migrant","Departures","Male","0-4 years",251,0,"Final"
"2006-03","2020-09","Long-term migrant","Departures","Male","0-4 years",276,0,"Final"
"2006-04","2020-09","Long-term migrant","Departures","Male","0-4 years",336,0,"Final"
