"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2018-11","2020-09","Long-term migrant","Departures","Female","10-14 years",100,0,"Final"
"2018-12","2020-09","Long-term migrant","Departures","Female","10-14 years",332,0,"Final"
"2019-01","2020-09","Long-term migrant","Departures","Female","10-14 years",195,0,"Final"
"2019-02","2020-09","Long-term migrant","Departures","Female","10-14 years",102,0,"Final"
"2019-03","2020-09","Long-term migrant","Departures","Female","10-14 years",101,0,"Final"
"2019-04","2020-09","Long-term migrant","Departures","Female","10-14 years",112,0,"Final"
"2019-05","2020-09","Long-term migrant","Departures","Female","10-14 years",79,0,"Final"
"2019-06","2020-10","Long-term migrant","Departures","Female","10-14 years",117,0,"Final"
"2019-07","2020-11","Long-term migrant","Departures","Female","10-14 years",144,0,"Final"
"2019-08","2020-12","Long-term migrant","Departures","Female","10-14 years",84,0,"Final"
"2019-09","2021-01","Long-term migrant","Departures","Female","10-14 years",139,0,"Final"
"2019-10","2021-02","Long-term migrant","Departures","Female","10-14 years",103,0,"Final"
"2019-11","2021-03","Long-term migrant","Departures","Female","10-14 years",93,0,"Final"
"2019-12","2021-04","Long-term migrant","Departures","Female","10-14 years",338,0,"Final"
"2020-01","2021-05","Long-term migrant","Departures","Female","10-14 years",212,0,"Final"
"2020-02","2021-06","Long-term migrant","Departures","Female","10-14 years",83,0,"Final"
"2020-03","2021-07","Long-term migrant","Departures","Female","10-14 years",62,0,"Final"
"2020-04","2021-08","Long-term migrant","Departures","Female","10-14 years",6,0,"Final"
"2020-05","2021-09","Long-term migrant","Departures","Female","10-14 years",14,0,"Final"
"2020-06","2021-10","Long-term migrant","Departures","Female","10-14 years",38,0,"Final"
"2020-07","2021-11","Long-term migrant","Departures","Female","10-14 years",59,0,"Final"
"2020-08","2021-12","Long-term migrant","Departures","Female","10-14 years",47,0,"Final"
"2020-09","2022-01","Long-term migrant","Departures","Female","10-14 years",41,0,"Final"
"2020-10","2022-02","Long-term migrant","Departures","Female","10-14 years",57,0,"Final"
"2020-11","2022-03","Long-term migrant","Departures","Female","10-14 years",68,0,"Final"
"2020-12","2022-04","Long-term migrant","Departures","Female","10-14 years",177,0,"Final"
"2021-01","2022-05","Long-term migrant","Departures","Female","10-14 years",128,0,"Final"
"2021-02","2022-06","Long-term migrant","Departures","Female","10-14 years",60,0,"Final"
"2021-03","2022-07","Long-term migrant","Departures","Female","10-14 years",74,0,"Final"
"2021-04","2022-08","Long-term migrant","Departures","Female","10-14 years",82,0,"Final"
"2021-05","2022-09","Long-term migrant","Departures","Female","10-14 years",64,0,"Final"
"2021-06","2022-10","Long-term migrant","Departures","Female","10-14 years",77,0,"Final"
"2021-07","2022-11","Long-term migrant","Departures","Female","10-14 years",144,0,"Final"
"2021-08","2022-12","Long-term migrant","Departures","Female","10-14 years",79,0,"Final"
"2021-09","2023-01","Long-term migrant","Departures","Female","10-14 years",31,0,"Final"
"2021-10","2023-02","Long-term migrant","Departures","Female","10-14 years",58,0,"Final"
"2021-11","2023-03","Long-term migrant","Departures","Female","10-14 years",91,0,"Final"
"2021-12","2023-04","Long-term migrant","Departures","Female","10-14 years",310,0,"Final"
"2022-01","2023-05","Long-term migrant","Departures","Female","10-14 years",188,0,"Final"
"2022-02","2023-06","Long-term migrant","Departures","Female","10-14 years",110,0,"Final"
"2022-03","2023-07","Long-term migrant","Departures","Female","10-14 years",116,0,"Final"
"2022-04","2023-08","Long-term migrant","Departures","Female","10-14 years",141,0,"Final"
"2022-05","2023-09","Long-term migrant","Departures","Female","10-14 years",126,0,"Final"
"2022-06","2023-10","Long-term migrant","Departures","Female","10-14 years",140,0,"Final"
"2022-07","2023-11","Long-term migrant","Departures","Female","10-14 years",209,0,"Final"
"2022-08","2023-12","Long-term migrant","Departures","Female","10-14 years",116,0,"Final"
"2022-09","2024-01","Long-term migrant","Departures","Female","10-14 years",124,0,"Final"
"2022-10","2024-02","Long-term migrant","Departures","Female","10-14 years",133,0,"Final"
"2022-11","2024-03","Long-term migrant","Departures","Female","10-14 years",147,0,"Final"
"2022-12","2024-04","Long-term migrant","Departures","Female","10-14 years",339,0,"Final"
"2023-01","2024-05","Long-term migrant","Departures","Female","10-14 years",250,0,"Final"
"2023-02","2024-06","Long-term migrant","Departures","Female","10-14 years",127,0,"Final"
"2023-03","2024-07","Long-term migrant","Departures","Female","10-14 years",121,0,"Final"
"2023-04","2024-08","Long-term migrant","Departures","Female","10-14 years",164,0,"Final"
"2023-05","2024-09","Long-term migrant","Departures","Female","10-14 years",112,0,"Final"
"2023-06","2024-10","Long-term migrant","Departures","Female","10-14 years",163,0,"Final"
"2023-07","2024-11","Long-term migrant","Departures","Female","10-14 years",203,0,"Final"
"2023-08","2024-12","Long-term migrant","Departures","Female","10-14 years",136,0,"Final"
"2023-09","2025-01","Long-term migrant","Departures","Female","10-14 years",189,0,"Final"
"2023-10","2025-01","Long-term migrant","Departures","Female","10-14 years",142,0,"Provisional"
"2023-11","2025-01","Long-term migrant","Departures","Female","10-14 years",173,0,"Provisional"
"2023-12","2025-01","Long-term migrant","Departures","Female","10-14 years",420,2,"Provisional"
"2024-01","2025-01","Long-term migrant","Departures","Female","10-14 years",319,4,"Provisional"
"2024-02","2025-01","Long-term migrant","Departures","Female","10-14 years",129,2,"Provisional"
"2024-03","2025-01","Long-term migrant","Departures","Female","10-14 years",140,4,"Provisional"
"2024-04","2025-01","Long-term migrant","Departures","Female","10-14 years",202,6,"Provisional"
"2024-05","2025-01","Long-term migrant","Departures","Female","10-14 years",114,4,"Provisional"
"2024-06","2025-01","Long-term migrant","Departures","Female","10-14 years",165,6,"Provisional"
"2024-07","2025-01","Long-term migrant","Departures","Female","10-14 years",238,8,"Provisional"
"2024-08","2025-01","Long-term migrant","Departures","Female","10-14 years",145,7,"Provisional"
"2024-09","2025-01","Long-term migrant","Departures","Female","10-14 years",197,11,"Provisional"
"2024-10","2025-01","Long-term migrant","Departures","Female","10-14 years",153,10,"Provisional"
"2024-11","2025-01","Long-term migrant","Departures","Female","10-14 years",150,12,"Provisional"
"2024-12","2025-01","Long-term migrant","Departures","Female","10-14 years",408,23,"Provisional"
"2025-01","2025-01","Long-term migrant","Departures","Female","10-14 years",265,21,"Provisional"
"2001-01","2020-09","Long-term migrant","Departures","Male","10-14 years",431,0,"Final"
"2001-02","2020-09","Long-term migrant","Departures","Male","10-14 years",264,0,"Final"
"2001-03","2020-09","Long-term migrant","Departures","Male","10-14 years",131,0,"Final"
"2001-04","2020-09","Long-term migrant","Departures","Male","10-14 years",167,0,"Final"
"2001-05","2020-09","Long-term migrant","Departures","Male","10-14 years",155,0,"Final"
"2001-06","2020-09","Long-term migrant","Departures","Male","10-14 years",146,0,"Final"
"2001-07","2020-09","Long-term migrant","Departures","Male","10-14 years",131,0,"Final"
"2001-08","2020-09","Long-term migrant","Departures","Male","10-14 years",126,0,"Final"
"2001-09","2020-09","Long-term migrant","Departures","Male","10-14 years",159,0,"Final"
"2001-10","2020-09","Long-term migrant","Departures","Male","10-14 years",95,0,"Final"
"2001-11","2020-09","Long-term migrant","Departures","Male","10-14 years",120,0,"Final"
"2001-12","2020-09","Long-term migrant","Departures","Male","10-14 years",312,0,"Final"
"2002-01","2020-09","Long-term migrant","Departures","Male","10-14 years",232,0,"Final"
"2002-02","2020-09","Long-term migrant","Departures","Male","10-14 years",113,0,"Final"
"2002-03","2020-09","Long-term migrant","Departures","Male","10-14 years",122,0,"Final"
"2002-04","2020-09","Long-term migrant","Departures","Male","10-14 years",126,0,"Final"
"2002-05","2020-09","Long-term migrant","Departures","Male","10-14 years",114,0,"Final"
"2002-06","2020-09","Long-term migrant","Departures","Male","10-14 years",149,0,"Final"
"2002-07","2020-09","Long-term migrant","Departures","Male","10-14 years",147,0,"Final"
"2002-08","2020-09","Long-term migrant","Departures","Male","10-14 years",122,0,"Final"
"2002-09","2020-09","Long-term migrant","Departures","Male","10-14 years",164,0,"Final"
"2002-10","2020-09","Long-term migrant","Departures","Male","10-14 years",102,0,"Final"
"2002-11","2020-09","Long-term migrant","Departures","Male","10-14 years",126,0,"Final"
"2002-12","2020-09","Long-term migrant","Departures","Male","10-14 years",449,0,"Final"
"2003-01","2020-09","Long-term migrant","Departures","Male","10-14 years",259,0,"Final"
"2003-02","2020-09","Long-term migrant","Departures","Male","10-14 years",102,0,"Final"
"2003-03","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2003-04","2020-09","Long-term migrant","Departures","Male","10-14 years",137,0,"Final"
"2003-05","2020-09","Long-term migrant","Departures","Male","10-14 years",94,0,"Final"
"2003-06","2020-09","Long-term migrant","Departures","Male","10-14 years",129,0,"Final"
"2003-07","2020-09","Long-term migrant","Departures","Male","10-14 years",231,0,"Final"
"2003-08","2020-09","Long-term migrant","Departures","Male","10-14 years",146,0,"Final"
"2003-09","2020-09","Long-term migrant","Departures","Male","10-14 years",212,0,"Final"
"2003-10","2020-09","Long-term migrant","Departures","Male","10-14 years",128,0,"Final"
"2003-11","2020-09","Long-term migrant","Departures","Male","10-14 years",153,0,"Final"
"2003-12","2020-09","Long-term migrant","Departures","Male","10-14 years",615,0,"Final"
"2004-01","2020-09","Long-term migrant","Departures","Male","10-14 years",295,0,"Final"
"2004-02","2020-09","Long-term migrant","Departures","Male","10-14 years",148,0,"Final"
"2004-03","2020-09","Long-term migrant","Departures","Male","10-14 years",94,0,"Final"
"2004-04","2020-09","Long-term migrant","Departures","Male","10-14 years",129,0,"Final"
"2004-05","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2004-06","2020-09","Long-term migrant","Departures","Male","10-14 years",161,0,"Final"
"2004-07","2020-09","Long-term migrant","Departures","Male","10-14 years",292,0,"Final"
"2004-08","2020-09","Long-term migrant","Departures","Male","10-14 years",137,0,"Final"
"2004-09","2020-09","Long-term migrant","Departures","Male","10-14 years",235,0,"Final"
"2004-10","2020-09","Long-term migrant","Departures","Male","10-14 years",131,0,"Final"
"2004-11","2020-09","Long-term migrant","Departures","Male","10-14 years",180,0,"Final"
"2004-12","2020-09","Long-term migrant","Departures","Male","10-14 years",748,0,"Final"
"2005-01","2020-09","Long-term migrant","Departures","Male","10-14 years",311,0,"Final"
"2005-02","2020-09","Long-term migrant","Departures","Male","10-14 years",183,0,"Final"
"2005-03","2020-09","Long-term migrant","Departures","Male","10-14 years",149,0,"Final"
"2005-04","2020-09","Long-term migrant","Departures","Male","10-14 years",211,0,"Final"
"2005-05","2020-09","Long-term migrant","Departures","Male","10-14 years",141,0,"Final"
"2005-06","2020-09","Long-term migrant","Departures","Male","10-14 years",178,0,"Final"
"2005-07","2020-09","Long-term migrant","Departures","Male","10-14 years",290,0,"Final"
"2005-08","2020-09","Long-term migrant","Departures","Male","10-14 years",144,0,"Final"
"2005-09","2020-09","Long-term migrant","Departures","Male","10-14 years",220,0,"Final"
"2005-10","2020-09","Long-term migrant","Departures","Male","10-14 years",182,0,"Final"
"2005-11","2020-09","Long-term migrant","Departures","Male","10-14 years",175,0,"Final"
"2005-12","2020-09","Long-term migrant","Departures","Male","10-14 years",628,0,"Final"
"2006-01","2020-09","Long-term migrant","Departures","Male","10-14 years",317,0,"Final"
"2006-02","2020-09","Long-term migrant","Departures","Male","10-14 years",155,0,"Final"
"2006-03","2020-09","Long-term migrant","Departures","Male","10-14 years",107,0,"Final"
"2006-04","2020-09","Long-term migrant","Departures","Male","10-14 years",206,0,"Final"
"2006-05","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2006-06","2020-09","Long-term migrant","Departures","Male","10-14 years",159,0,"Final"
"2006-07","2020-09","Long-term migrant","Departures","Male","10-14 years",233,0,"Final"
"2006-08","2020-09","Long-term migrant","Departures","Male","10-14 years",149,0,"Final"
"2006-09","2020-09","Long-term migrant","Departures","Male","10-14 years",223,0,"Final"
"2006-10","2020-09","Long-term migrant","Departures","Male","10-14 years",167,0,"Final"
"2006-11","2020-09","Long-term migrant","Departures","Male","10-14 years",159,0,"Final"
"2006-12","2020-09","Long-term migrant","Departures","Male","10-14 years",528,0,"Final"
"2007-01","2020-09","Long-term migrant","Departures","Male","10-14 years",362,0,"Final"
"2007-02","2020-09","Long-term migrant","Departures","Male","10-14 years",196,0,"Final"
"2007-03","2020-09","Long-term migrant","Departures","Male","10-14 years",150,0,"Final"
"2007-04","2020-09","Long-term migrant","Departures","Male","10-14 years",169,0,"Final"
"2007-05","2020-09","Long-term migrant","Departures","Male","10-14 years",150,0,"Final"
"2007-06","2020-09","Long-term migrant","Departures","Male","10-14 years",225,0,"Final"
"2007-07","2020-09","Long-term migrant","Departures","Male","10-14 years",264,0,"Final"
"2007-08","2020-09","Long-term migrant","Departures","Male","10-14 years",157,0,"Final"
"2007-09","2020-09","Long-term migrant","Departures","Male","10-14 years",245,0,"Final"
"2007-10","2020-09","Long-term migrant","Departures","Male","10-14 years",177,0,"Final"
"2007-11","2020-09","Long-term migrant","Departures","Male","10-14 years",207,0,"Final"
"2007-12","2020-09","Long-term migrant","Departures","Male","10-14 years",631,0,"Final"
"2008-01","2020-09","Long-term migrant","Departures","Male","10-14 years",424,0,"Final"
"2008-02","2020-09","Long-term migrant","Departures","Male","10-14 years",228,0,"Final"
"2008-03","2020-09","Long-term migrant","Departures","Male","10-14 years",169,0,"Final"
"2008-04","2020-09","Long-term migrant","Departures","Male","10-14 years",205,0,"Final"
"2008-05","2020-09","Long-term migrant","Departures","Male","10-14 years",178,0,"Final"
"2008-06","2020-09","Long-term migrant","Departures","Male","10-14 years",203,0,"Final"
"2008-07","2020-09","Long-term migrant","Departures","Male","10-14 years",300,0,"Final"
"2008-08","2020-09","Long-term migrant","Departures","Male","10-14 years",162,0,"Final"
"2008-09","2020-09","Long-term migrant","Departures","Male","10-14 years",237,0,"Final"
"2008-10","2020-09","Long-term migrant","Departures","Male","10-14 years",203,0,"Final"
"2008-11","2020-09","Long-term migrant","Departures","Male","10-14 years",221,0,"Final"
"2008-12","2020-09","Long-term migrant","Departures","Male","10-14 years",605,0,"Final"
"2009-01","2020-09","Long-term migrant","Departures","Male","10-14 years",376,0,"Final"
"2009-02","2020-09","Long-term migrant","Departures","Male","10-14 years",148,0,"Final"
"2009-03","2020-09","Long-term migrant","Departures","Male","10-14 years",144,0,"Final"
"2009-04","2020-09","Long-term migrant","Departures","Male","10-14 years",170,0,"Final"
"2009-05","2020-09","Long-term migrant","Departures","Male","10-14 years",121,0,"Final"
"2009-06","2020-09","Long-term migrant","Departures","Male","10-14 years",130,0,"Final"
"2009-07","2020-09","Long-term migrant","Departures","Male","10-14 years",216,0,"Final"
"2009-08","2020-09","Long-term migrant","Departures","Male","10-14 years",116,0,"Final"
"2009-09","2020-09","Long-term migrant","Departures","Male","10-14 years",165,0,"Final"
"2009-10","2020-09","Long-term migrant","Departures","Male","10-14 years",134,0,"Final"
"2009-11","2020-09","Long-term migrant","Departures","Male","10-14 years",139,0,"Final"
"2009-12","2020-09","Long-term migrant","Departures","Male","10-14 years",428,0,"Final"
"2010-01","2020-09","Long-term migrant","Departures","Male","10-14 years",308,0,"Final"
"2010-02","2020-09","Long-term migrant","Departures","Male","10-14 years",153,0,"Final"
"2010-03","2020-09","Long-term migrant","Departures","Male","10-14 years",131,0,"Final"
"2010-04","2020-09","Long-term migrant","Departures","Male","10-14 years",147,0,"Final"
"2010-05","2020-09","Long-term migrant","Departures","Male","10-14 years",143,0,"Final"
"2010-06","2020-09","Long-term migrant","Departures","Male","10-14 years",134,0,"Final"
"2010-07","2020-09","Long-term migrant","Departures","Male","10-14 years",238,0,"Final"
"2010-08","2020-09","Long-term migrant","Departures","Male","10-14 years",171,0,"Final"
"2010-09","2020-09","Long-term migrant","Departures","Male","10-14 years",200,0,"Final"
"2010-10","2020-09","Long-term migrant","Departures","Male","10-14 years",155,0,"Final"
"2010-11","2020-09","Long-term migrant","Departures","Male","10-14 years",149,0,"Final"
"2010-12","2020-09","Long-term migrant","Departures","Male","10-14 years",523,0,"Final"
"2011-01","2020-09","Long-term migrant","Departures","Male","10-14 years",374,0,"Final"
"2011-02","2020-09","Long-term migrant","Departures","Male","10-14 years",186,0,"Final"
"2011-03","2020-09","Long-term migrant","Departures","Male","10-14 years",210,0,"Final"
"2011-04","2020-09","Long-term migrant","Departures","Male","10-14 years",230,0,"Final"
"2011-05","2020-09","Long-term migrant","Departures","Male","10-14 years",171,0,"Final"
"2011-06","2020-09","Long-term migrant","Departures","Male","10-14 years",161,0,"Final"
"2011-07","2020-09","Long-term migrant","Departures","Male","10-14 years",318,0,"Final"
"2011-08","2020-09","Long-term migrant","Departures","Male","10-14 years",183,0,"Final"
"2011-09","2020-09","Long-term migrant","Departures","Male","10-14 years",184,0,"Final"
"2011-10","2020-09","Long-term migrant","Departures","Male","10-14 years",215,0,"Final"
"2011-11","2020-09","Long-term migrant","Departures","Male","10-14 years",193,0,"Final"
"2011-12","2020-09","Long-term migrant","Departures","Male","10-14 years",504,0,"Final"
"2012-01","2020-09","Long-term migrant","Departures","Male","10-14 years",332,0,"Final"
"2012-02","2020-09","Long-term migrant","Departures","Male","10-14 years",190,0,"Final"
"2012-03","2020-09","Long-term migrant","Departures","Male","10-14 years",138,0,"Final"
"2012-04","2020-09","Long-term migrant","Departures","Male","10-14 years",178,0,"Final"
"2012-05","2020-09","Long-term migrant","Departures","Male","10-14 years",155,0,"Final"
"2012-06","2020-09","Long-term migrant","Departures","Male","10-14 years",213,0,"Final"
"2012-07","2020-09","Long-term migrant","Departures","Male","10-14 years",247,0,"Final"
"2012-08","2020-09","Long-term migrant","Departures","Male","10-14 years",181,0,"Final"
"2012-09","2020-09","Long-term migrant","Departures","Male","10-14 years",214,0,"Final"
"2012-10","2020-09","Long-term migrant","Departures","Male","10-14 years",195,0,"Final"
"2012-11","2020-09","Long-term migrant","Departures","Male","10-14 years",180,0,"Final"
"2012-12","2020-09","Long-term migrant","Departures","Male","10-14 years",500,0,"Final"
"2013-01","2020-09","Long-term migrant","Departures","Male","10-14 years",334,0,"Final"
"2013-02","2020-09","Long-term migrant","Departures","Male","10-14 years",194,0,"Final"
"2013-03","2020-09","Long-term migrant","Departures","Male","10-14 years",150,0,"Final"
"2013-04","2020-09","Long-term migrant","Departures","Male","10-14 years",143,0,"Final"
"2013-05","2020-09","Long-term migrant","Departures","Male","10-14 years",159,0,"Final"
"2013-06","2020-09","Long-term migrant","Departures","Male","10-14 years",137,0,"Final"
"2013-07","2020-09","Long-term migrant","Departures","Male","10-14 years",228,0,"Final"
"2013-08","2020-09","Long-term migrant","Departures","Male","10-14 years",139,0,"Final"
"2013-09","2020-09","Long-term migrant","Departures","Male","10-14 years",151,0,"Final"
"2013-10","2020-09","Long-term migrant","Departures","Male","10-14 years",159,0,"Final"
"2013-11","2020-09","Long-term migrant","Departures","Male","10-14 years",125,0,"Final"
"2013-12","2020-09","Long-term migrant","Departures","Male","10-14 years",407,0,"Final"
"2014-01","2020-09","Long-term migrant","Departures","Male","10-14 years",269,0,"Final"
"2014-02","2020-09","Long-term migrant","Departures","Male","10-14 years",114,0,"Final"
"2014-03","2020-09","Long-term migrant","Departures","Male","10-14 years",99,0,"Final"
"2014-04","2020-09","Long-term migrant","Departures","Male","10-14 years",136,0,"Final"
"2014-05","2020-09","Long-term migrant","Departures","Male","10-14 years",92,0,"Final"
"2014-06","2020-09","Long-term migrant","Departures","Male","10-14 years",117,0,"Final"
"2014-07","2020-09","Long-term migrant","Departures","Male","10-14 years",162,0,"Final"
"2014-08","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2014-09","2020-09","Long-term migrant","Departures","Male","10-14 years",139,0,"Final"
"2014-10","2020-09","Long-term migrant","Departures","Male","10-14 years",92,0,"Final"
"2014-11","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2014-12","2020-09","Long-term migrant","Departures","Male","10-14 years",345,0,"Final"
"2015-01","2020-09","Long-term migrant","Departures","Male","10-14 years",207,0,"Final"
"2015-02","2020-09","Long-term migrant","Departures","Male","10-14 years",124,0,"Final"
"2015-03","2020-09","Long-term migrant","Departures","Male","10-14 years",112,0,"Final"
"2015-04","2020-09","Long-term migrant","Departures","Male","10-14 years",115,0,"Final"
"2015-05","2020-09","Long-term migrant","Departures","Male","10-14 years",81,0,"Final"
"2015-06","2020-09","Long-term migrant","Departures","Male","10-14 years",123,0,"Final"
"2015-07","2020-09","Long-term migrant","Departures","Male","10-14 years",148,0,"Final"
"2015-08","2020-09","Long-term migrant","Departures","Male","10-14 years",120,0,"Final"
"2015-09","2020-09","Long-term migrant","Departures","Male","10-14 years",134,0,"Final"
"2015-10","2020-09","Long-term migrant","Departures","Male","10-14 years",101,0,"Final"
"2015-11","2020-09","Long-term migrant","Departures","Male","10-14 years",98,0,"Final"
"2015-12","2020-09","Long-term migrant","Departures","Male","10-14 years",288,0,"Final"
"2016-01","2020-09","Long-term migrant","Departures","Male","10-14 years",205,0,"Final"
"2016-02","2020-09","Long-term migrant","Departures","Male","10-14 years",87,0,"Final"
"2016-03","2020-09","Long-term migrant","Departures","Male","10-14 years",82,0,"Final"
"2016-04","2020-09","Long-term migrant","Departures","Male","10-14 years",119,0,"Final"
"2016-05","2020-09","Long-term migrant","Departures","Male","10-14 years",77,0,"Final"
"2016-06","2020-09","Long-term migrant","Departures","Male","10-14 years",98,0,"Final"
"2016-07","2020-09","Long-term migrant","Departures","Male","10-14 years",141,0,"Final"
"2016-08","2020-09","Long-term migrant","Departures","Male","10-14 years",73,0,"Final"
"2016-09","2020-09","Long-term migrant","Departures","Male","10-14 years",120,0,"Final"
"2016-10","2020-09","Long-term migrant","Departures","Male","10-14 years",105,0,"Final"
"2016-11","2020-09","Long-term migrant","Departures","Male","10-14 years",128,0,"Final"
"2016-12","2020-09","Long-term migrant","Departures","Male","10-14 years",320,0,"Final"
"2017-01","2020-09","Long-term migrant","Departures","Male","10-14 years",227,0,"Final"
"2017-02","2020-09","Long-term migrant","Departures","Male","10-14 years",90,0,"Final"
"2017-03","2020-09","Long-term migrant","Departures","Male","10-14 years",65,0,"Final"
"2017-04","2020-09","Long-term migrant","Departures","Male","10-14 years",120,0,"Final"
"2017-05","2020-09","Long-term migrant","Departures","Male","10-14 years",95,0,"Final"
"2017-06","2020-09","Long-term migrant","Departures","Male","10-14 years",102,0,"Final"
"2017-07","2020-09","Long-term migrant","Departures","Male","10-14 years",157,0,"Final"
"2017-08","2020-09","Long-term migrant","Departures","Male","10-14 years",106,0,"Final"
"2017-09","2020-09","Long-term migrant","Departures","Male","10-14 years",116,0,"Final"
"2017-10","2020-09","Long-term migrant","Departures","Male","10-14 years",124,0,"Final"
"2017-11","2020-09","Long-term migrant","Departures","Male","10-14 years",72,0,"Final"
"2017-12","2020-09","Long-term migrant","Departures","Male","10-14 years",298,0,"Final"
"2018-01","2020-09","Long-term migrant","Departures","Male","10-14 years",194,0,"Final"
"2018-02","2020-09","Long-term migrant","Departures","Male","10-14 years",102,0,"Final"
"2018-03","2020-09","Long-term migrant","Departures","Male","10-14 years",83,0,"Final"
"2018-04","2020-09","Long-term migrant","Departures","Male","10-14 years",132,0,"Final"
"2018-05","2020-09","Long-term migrant","Departures","Male","10-14 years",87,0,"Final"
"2018-06","2020-09","Long-term migrant","Departures","Male","10-14 years",110,0,"Final"
"2018-07","2020-09","Long-term migrant","Departures","Male","10-14 years",183,0,"Final"
"2018-08","2020-09","Long-term migrant","Departures","Male","10-14 years",107,0,"Final"
"2018-09","2020-09","Long-term migrant","Departures","Male","10-14 years",129,0,"Final"
"2018-10","2020-09","Long-term migrant","Departures","Male","10-14 years",105,0,"Final"
"2018-11","2020-09","Long-term migrant","Departures","Male","10-14 years",106,0,"Final"
"2018-12","2020-09","Long-term migrant","Departures","Male","10-14 years",351,0,"Final"
"2019-01","2020-09","Long-term migrant","Departures","Male","10-14 years",190,0,"Final"
"2019-02","2020-09","Long-term migrant","Departures","Male","10-14 years",105,0,"Final"
"2019-03","2020-09","Long-term migrant","Departures","Male","10-14 years",84,0,"Final"
"2019-04","2020-09","Long-term migrant","Departures","Male","10-14 years",118,0,"Final"
"2019-05","2020-09","Long-term migrant","Departures","Male","10-14 years",77,0,"Final"
"2019-06","2020-10","Long-term migrant","Departures","Male","10-14 years",107,0,"Final"
"2019-07","2020-11","Long-term migrant","Departures","Male","10-14 years",169,0,"Final"
"2019-08","2020-12","Long-term migrant","Departures","Male","10-14 years",111,0,"Final"
"2019-09","2021-01","Long-term migrant","Departures","Male","10-14 years",149,0,"Final"
"2019-10","2021-02","Long-term migrant","Departures","Male","10-14 years",110,0,"Final"
"2019-11","2021-03","Long-term migrant","Departures","Male","10-14 years",127,0,"Final"
"2019-12","2021-04","Long-term migrant","Departures","Male","10-14 years",370,0,"Final"
"2020-01","2021-05","Long-term migrant","Departures","Male","10-14 years",227,0,"Final"
"2020-02","2021-06","Long-term migrant","Departures","Male","10-14 years",96,0,"Final"
"2020-03","2021-07","Long-term migrant","Departures","Male","10-14 years",69,0,"Final"
"2020-04","2021-08","Long-term migrant","Departures","Male","10-14 years",14,0,"Final"
"2020-05","2021-09","Long-term migrant","Departures","Male","10-14 years",12,0,"Final"
"2020-06","2021-10","Long-term migrant","Departures","Male","10-14 years",35,0,"Final"
"2020-07","2021-11","Long-term migrant","Departures","Male","10-14 years",54,0,"Final"
"2020-08","2021-12","Long-term migrant","Departures","Male","10-14 years",56,0,"Final"
"2020-09","2022-01","Long-term migrant","Departures","Male","10-14 years",56,0,"Final"
"2020-10","2022-02","Long-term migrant","Departures","Male","10-14 years",38,0,"Final"
"2020-11","2022-03","Long-term migrant","Departures","Male","10-14 years",66,0,"Final"
"2020-12","2022-04","Long-term migrant","Departures","Male","10-14 years",185,0,"Final"
"2021-01","2022-05","Long-term migrant","Departures","Male","10-14 years",131,0,"Final"
"2021-02","2022-06","Long-term migrant","Departures","Male","10-14 years",64,0,"Final"
"2021-03","2022-07","Long-term migrant","Departures","Male","10-14 years",73,0,"Final"
"2021-04","2022-08","Long-term migrant","Departures","Male","10-14 years",95,0,"Final"
"2021-05","2022-09","Long-term migrant","Departures","Male","10-14 years",76,0,"Final"
"2021-06","2022-10","Long-term migrant","Departures","Male","10-14 years",82,0,"Final"
"2021-07","2022-11","Long-term migrant","Departures","Male","10-14 years",136,0,"Final"
"2021-08","2022-12","Long-term migrant","Departures","Male","10-14 years",68,0,"Final"
"2021-09","2023-01","Long-term migrant","Departures","Male","10-14 years",24,0,"Final"
"2021-10","2023-02","Long-term migrant","Departures","Male","10-14 years",42,0,"Final"
"2021-11","2023-03","Long-term migrant","Departures","Male","10-14 years",84,0,"Final"
"2021-12","2023-04","Long-term migrant","Departures","Male","10-14 years",303,0,"Final"
"2022-01","2023-05","Long-term migrant","Departures","Male","10-14 years",230,0,"Final"
"2022-02","2023-06","Long-term migrant","Departures","Male","10-14 years",124,0,"Final"
"2022-03","2023-07","Long-term migrant","Departures","Male","10-14 years",123,0,"Final"
"2022-04","2023-08","Long-term migrant","Departures","Male","10-14 years",153,0,"Final"
"2022-05","2023-09","Long-term migrant","Departures","Male","10-14 years",124,0,"Final"
"2022-06","2023-10","Long-term migrant","Departures","Male","10-14 years",128,0,"Final"
"2022-07","2023-11","Long-term migrant","Departures","Male","10-14 years",184,0,"Final"
"2022-08","2023-12","Long-term migrant","Departures","Male","10-14 years",126,0,"Final"
"2022-09","2024-01","Long-term migrant","Departures","Male","10-14 years",164,0,"Final"
"2022-10","2024-02","Long-term migrant","Departures","Male","10-14 years",125,0,"Final"
"2022-11","2024-03","Long-term migrant","Departures","Male","10-14 years",175,0,"Final"
"2022-12","2024-04","Long-term migrant","Departures","Male","10-14 years",361,0,"Final"
